IPO Date,Symbol,Company Name,IPO Price,Current,Return,Related People,Description,Country,Industry,Sector,People
"Jun 17, 2021",VERV,"Verve Therapeutics, Inc.",$19.00,$5.10,-73.16%,"Dr. Burt A. Adelman M.D. (Co-Founder and Independent Chairman of the Board), Dr. Sekar Kathiresan M.D. (Co-Founder, Chief Executive Officer and Director), Andrew D. Ashe J.D. (President, Chief Operating Officer and General Counsel), Dr. Andrew Bellinger M.D., Ph.D. (Chief Scientific Officer), Dr. Kiran Musunuru M.D., M.P.H., Ph.D. (Co-Founder), Dr. J. Keith Joung M.D., Ph.D. (Co-Founder), Dr. Anthony Philippakis M.D., Ph.D. (Co-Founder and Scientific Advisory Board Member), Dr. Barry S. Ticho FACC, M.D., Ph.D. (Co-Founder), Issi Rozen M.B.A. (Co-Founder and Strategic Advisor), Allison Dorval (Chief Financial Officer and Principal Accounting Officer)","Verve Therapeutics, Inc., a clinical stage genetic medicines company, engages in developing gene editing medicines for patients to treat cardiovascular diseases in the United States.",United States,Biotechnology,Healthcare,"{'Dr. Burt A. Adelman M.D.': 'Co-Founder and Independent Chairman of the Board', 'Dr. Sekar Kathiresan M.D.': 'Co-Founder, Chief Executive Officer and Director', 'Andrew D. Ashe J.D.': 'President, Chief Operating Officer and General Counsel', 'Dr. Andrew Bellinger M.D., Ph.D.': 'Chief Scientific Officer', 'Dr. Kiran Musunuru M.D., M.P.H., Ph.D.': 'Co-Founder', 'Dr. J. Keith Joung M.D., Ph.D.': 'Co-Founder', 'Dr. Anthony Philippakis M.D., Ph.D.': 'Co-Founder and Scientific Advisory Board Member', 'Dr. Barry S. Ticho FACC, M.D., Ph.D.': 'Co-Founder', 'Issi Rozen M.B.A.': 'Co-Founder and Strategic Advisor', 'Allison Dorval': 'Chief Financial Officer and Principal Accounting Officer'}"
"Jun 17, 2021",AOMR,"Angel Oak Mortgage, Inc.",$19.00,$12.50,-34.21%,"Sreeniwas Vikram Prabhu (President and Chief Executive Officer), Brandon Robert Filson (Treasurer and Chief Financial Officer), Patrick Journy (Chief Accounting Officer), KC Kelleher (Head of Corporate Finance and Investor Relations), Namit Sinha (Chief Investment Officer of Private Strategies), David William Gordon (Corporate Secretary)","Angel Oak Mortgage REIT, Inc., a real estate finance company, focuses on acquiring and investing in first lien non- qualified mortgage loans and other mortgage-related assets in the United States mortgage market.",United States,REIT - Mortgage,Real Estate,"{'Sreeniwas Vikram Prabhu': 'President and Chief Executive Officer', 'Brandon Robert Filson': 'Treasurer and Chief Financial Officer', 'Patrick Journy': 'Chief Accounting Officer', 'KC Kelleher': 'Head of Corporate Finance and Investor Relations', 'Namit Sinha': 'Chief Investment Officer of Private Strategies', 'David William Gordon': 'Corporate Secretary'}"
"Jun 17, 2021",TRON,Corner Growth Acquisition Corp. 2,$10.00,$12.10,21.00%,"Marvin Tien (Co-Chairman, Chief Executive Officer and Acting Chief Financial Officer), Jane Batzofin Mathieu (President), David Kutcher (Chief Investment Officer), Kevin Tanaka (Director of Corporate Development)",Corner Growth Acquisition Corp. 2 does not have significant operations.,United States,Shell Companies,Financials,"{'Marvin Tien': 'Co-Chairman, Chief Executive Officer and Acting Chief Financial Officer', 'Jane Batzofin Mathieu': 'President', 'David Kutcher': 'Chief Investment Officer', 'Kevin Tanaka': 'Director of Corporate Development'}"
"Jun 17, 2021",ISPC,iSpecimen Inc.,$8.00,$0.39,-95.12%,"Tracy Wilson Curley (Chief Executive Officer, Chief Financial Officer, Treasurer and Director), Benjamin Bielak (Chief Information Officer and Secretary), Carly Lejnieks (Vice President of Marketing), Annette Arnold (Vice President of Sales and Business Development), David Wages M.D., Ph.D. (Chief Medical Officer), Eric Langlois (Chief Revenue Officer), Evan Cox (Senior Vice President of Strategy and Innovation)","iSpecimen Inc. provides technology that connects life science researchers who need human biofluids, tissues, and living cells for their research with biospecimens available in healthcare provider organizations worldwide.",United States,Diagnostics & Research,Healthcare,"{'Tracy Wilson Curley': 'Chief Executive Officer, Chief Financial Officer, Treasurer and Director', 'Benjamin Bielak': 'Chief Information Officer and Secretary', 'Carly Lejnieks': 'Vice President of Marketing', 'Annette Arnold': 'Vice President of Sales and Business Development', 'David Wages M.D., Ph.D.': 'Chief Medical Officer', 'Eric Langlois': 'Chief Revenue Officer', 'Evan Cox': 'Senior Vice President of Strategy and Innovation'}"
"Jun 16, 2021",WKME,WalkMe Ltd.,$31.00,$13.78,-55.55%,"Dan Adika (Co-Founder, Chief Executive Officer and Director), Hagit Ynon (Chief Financial Officer), Chelsea J. Pyrzenski (Chief People Officer), John Lewis Streppa C.F.A. (Head of Investor Relations), Paul Bradley Shinn Esq. (General Counsel), Adriel Sanchez (Chief Marketing Officer), Ofir Hatsor (Senior Vice President of EMEA Sales), Scott Little (Chief Revenue Officer), Sunil Nagdev (Chief Customer Officer)",WalkMe Ltd. provides cloud-based digital adaption platform and associated professional services in the United States and internationally.,Israel,Software - Application,Technology,"{'Dan Adika': 'Co-Founder, Chief Executive Officer and Director', 'Hagit Ynon': 'Chief Financial Officer', 'Chelsea J. Pyrzenski': 'Chief People Officer', 'John Lewis Streppa C.F.A.': 'Head of Investor Relations', 'Paul Bradley Shinn Esq.': 'General Counsel', 'Adriel Sanchez': 'Chief Marketing Officer', 'Ofir Hatsor': 'Senior Vice President of EMEA Sales', 'Scott Little': 'Chief Revenue Officer', 'Sunil Nagdev': 'Chief Customer Officer'}"
"Jun 16, 2021",RONI,Rice Acquisition Corp. II,$10.00,$13.12,31.20%,"Brian Allen (President and Chief Operating Officer), Akash Patel (Chief Financial Officer), Daniel Joseph Rice IV (Chief Executive Officer and Director), Mark Lennon (Chief Information Officer), Bryce Mendes (Director of Investor Relations), James V. Mahon (General Counsel), Amy Keyser (Chief Human Resources Officer)","NET Power Inc. operates as a clean energy technology company. The company invents, develops, and licenses clean power generation technology. NET Power Inc. was founded in 2010 and is headquartered in Durham, North Carolina.",United States,Specialty Industrial Machinery,Industrials,"{'Brian Allen': 'President and Chief Operating Officer', 'Akash Patel': 'Chief Financial Officer', 'Daniel Joseph Rice IV': 'Chief Executive Officer and Director', 'Mark Lennon': 'Chief Information Officer', 'Bryce Mendes': 'Director of Investor Relations', 'James V. Mahon': 'General Counsel', 'Amy Keyser': 'Chief Human Resources Officer'}"
"Jun 16, 2021",MOLN,Molecular Partners AG,$21.25,$7.96,-62.54%,"Dr. Patrick Amstutz Ph.D. (Co-Founder, Chief Executive Officer, Member of Management Board and Director), Dr. Michael Tobias Stumpp Ph.D. (Co-Founder, Executive Vice President of Projects and Member of Management Board), Robert Hendriks (Senior Vice President of Finance), Alexander Zurcher (Chief Operating Officer and Member of Management Board), Renate Gloggner (Executive Vice President of People and Community and Member of Management Board), Daniel Steiner Ph.D. (Senior Vice President of Research and Technology), Seth D. Lewis (Senior Vice President of Investor Relations, Communications and Strategy), Michael Pitzner (General Counsel, Compliance Officer, Senior Vice President Legal and Business Development), Dr. Pamela A. Trail Ph.D. (Strategic Consultant), Anne Goubier D.V.M., Ph.D. (Senior Vice President of Research and Early Development)","Molecular Partners AG, a clinical-stage biotechnology company, develops designed ankyrin repeat proteins therapeutics for the treatment of oncology and virology diseases in Switzerland.",Switzerland,Biotechnology,Healthcare,"{'Dr. Patrick Amstutz Ph.D.': 'Co-Founder, Chief Executive Officer, Member of Management Board and Director', 'Dr. Michael Tobias Stumpp Ph.D.': 'Co-Founder, Executive Vice President of Projects and Member of Management Board', 'Robert Hendriks': 'Senior Vice President of Finance', 'Alexander Zurcher': 'Chief Operating Officer and Member of Management Board', 'Renate Gloggner': 'Executive Vice President of People and Community and Member of Management Board', 'Daniel Steiner Ph.D.': 'Senior Vice President of Research and Technology', 'Seth D. Lewis': 'Senior Vice President of Investor Relations, Communications and Strategy', 'Michael Pitzner': 'General Counsel, Compliance Officer, Senior Vice President Legal and Business Development', 'Dr. Pamela A. Trail Ph.D.': 'Strategic Consultant', 'Anne Goubier D.V.M., Ph.D.': 'Senior Vice President of Research and Early Development'}"
"Jun 15, 2021",ALZN,"Alzamend Neuro, Inc.",$5.00,$0.40,-92.02%,"Stephan Jackman (Chief Executive Officer and Director), David J. Katzoff (Chief Financial Officer), Milton Charles Ault III (Founder and Vice Chairman), Henry C. W. Nisser Esq. (Executive Vice President, General Counsel and Director), Kenneth S. Cragun CPA (Senior Vice President of Finance)","Alzamend Neuro, Inc., an early clinical-stage biopharmaceutical company, focuses on developing various products for the treatment of neurodegenerative and psychiatric disorders.",United States,Biotechnology,Healthcare,"{'Stephan Jackman': 'Chief Executive Officer and Director', 'David J. Katzoff': 'Chief Financial Officer', 'Milton Charles Ault III': 'Founder and Vice Chairman', 'Henry C. W. Nisser Esq.': 'Executive Vice President, General Counsel and Director', 'Kenneth S. Cragun CPA': 'Senior Vice President of Finance'}"
"Jun 11, 2021",BZ,Kanzhun Limited,$19.00,$20.47,7.74%,"Peng Zhao (Founder, Chairman and Chief Executive Officer), Yu Zhang (Chief Financial Officer and Executive Director), Tao Zhang (Chief Technology Officer and Executive Director), Wenbei Wang (Head of Investor Relations and Capital Markets), Xu Chen (Chief Marketing Officer and Executive Director), Xiehua Wang (Vice President of Product and Executive Director)","Kanzhun Limited, together with its subsidiaries, provides online recruitment services in the People's Republic of China.",China,Internet Content & Information,Communication Services,"{'Peng Zhao': 'Founder, Chairman and Chief Executive Officer', 'Yu Zhang': 'Chief Financial Officer and Executive Director', 'Tao Zhang': 'Chief Technology Officer and Executive Director', 'Wenbei Wang': 'Head of Investor Relations and Capital Markets', 'Xu Chen': 'Chief Marketing Officer and Executive Director', 'Xiehua Wang': 'Vice President of Product and Executive Director'}"
"Jun 11, 2021",JANX,"Janux Therapeutics, Inc.",$17.00,$40.40,137.65%,"Dr. David Alan Campbell Ph.D. (President, Chief Executive Officer and Director), Byron Robinson J.D., Ph.D. (Chief Strategy Officer), Tighe M. Reardon C.F.A., CPA (Acting Chief Financial Officer), Charles M. Winter (Chief Technical Officer), Dr. Tommy Diraimondo Ph.D. (Chief Scientific Officer), James Pennington (General Counsel), Brenda Van Vreeswyk (Head of Human Resources), Andy Hollman Meyer (Chief Business Officer)","Janux Therapeutics, Inc., a clinical stage biopharmaceutical company, develops immunotherapies based on Tumor Activated T Cell Engagers (TRACTr) and Tumor Activated Immunomodulators (TRACIr) platforms technology to treat patients suffering from cancer.",United States,Biotechnology,Healthcare,"{'Dr. David Alan Campbell Ph.D.': 'President, Chief Executive Officer and Director', 'Byron Robinson J.D., Ph.D.': 'Chief Strategy Officer', 'Tighe M. Reardon C.F.A., CPA': 'Acting Chief Financial Officer', 'Charles M. Winter': 'Chief Technical Officer', 'Dr. Tommy Diraimondo Ph.D.': 'Chief Scientific Officer', 'James Pennington': 'General Counsel', 'Brenda Van Vreeswyk': 'Head of Human Resources', 'Andy Hollman Meyer': 'Chief Business Officer'}"
"Jun 11, 2021",TASK,"TaskUs, Inc.",$23.00,$12.85,-44.13%,"Bryce Maddock (Co-Founder, Chief Executive Officer and Chairman), Jaspar Weir (Co-Founder, President and Director), Steven Amaya (Senior Vice President and Principal Accounting Office), Chandrasekar Venkataramani (Chief Information Officer), Trent Thrash (Senior Vice President of Corporate Development and Interim Head of Investor Relations), Kerry Carstairs (Senior Vice President of Client Services), Gretchen Barker (Chief of Staff), Sean Neighbors (Senior Vice President of Global Offerings), Sapna Bhambani (Senior Vice President of Operations), Mike Serpan (Senior Vice President of Client Services)","TaskUs, Inc. provides digital outsourcing services for companies in Philippines, the United States, India, and internationally.",United States,Information Technology Services,Technology,"{'Bryce Maddock': 'Co-Founder, Chief Executive Officer and Chairman', 'Jaspar Weir': 'Co-Founder, President and Director', 'Steven Amaya': 'Senior Vice President and Principal Accounting Office', 'Chandrasekar Venkataramani': 'Chief Information Officer', 'Trent Thrash': 'Senior Vice President of Corporate Development and Interim Head of Investor Relations', 'Kerry Carstairs': 'Senior Vice President of Client Services', 'Gretchen Barker': 'Chief of Staff', 'Sean Neighbors': 'Senior Vice President of Global Offerings', 'Sapna Bhambani': 'Senior Vice President of Operations', 'Mike Serpan': 'Senior Vice President of Client Services'}"
"Jun 10, 2021",MNDY,monday.com Ltd.,$155.00,$225.08,45.21%,"Eran Zinman (Co-Founder, Co-Chief Executive Officer and Director), Yoni Osherov (Chief Revenue Officer), Roy Mann (Co-Founder, Co-Chief Executive Officer and Director), Eliran Glazer (Chief Financial Officer), Ouriel Weisz (Vice President of Operations), Daniel Lereya (Chief Product and Technology Officer), Byron Stephen (Director of Investor Relations), Shiran Nawi (Chief People and Legal Officer), Jamison Powell (GM of North America and Senior Vice President of Sales)","monday.com Ltd., together with its subsidiaries, develops software applications in the United States, Europe, the Middle East, Africa, the United Kingdom, and internationally.",Israel,Software - Application,Technology,"{'Eran Zinman': 'Co-Founder, Co-Chief Executive Officer and Director', 'Yoni Osherov': 'Chief Revenue Officer', 'Roy Mann': 'Co-Founder, Co-Chief Executive Officer and Director', 'Eliran Glazer': 'Chief Financial Officer', 'Ouriel Weisz': 'Vice President of Operations', 'Daniel Lereya': 'Chief Product and Technology Officer', 'Byron Stephen': 'Director of Investor Relations', 'Shiran Nawi': 'Chief People and Legal Officer', 'Jamison Powell': 'GM of North America and Senior Vice President of Sales'}"
"Jun 10, 2021",ZETA,Zeta Global Holdings Corp.,$10.00,$15.60,56.00%,"David A. Steinberg (Co-Founder, Chairman of the Board and Chief Executive Officer), Dr. John Sculley III, Ph.D. (Co-Founder and Independent Vice Chairman of the Board), Steven H. Gerber (President and Chief Operating Officer), Christopher E. Greiner (Chief Financial Officer), Satish Ravella (Principal Accounting Officer), Christian Monberg (Chief Technology Officer and Head of Product), Dr. Jeffry Nimeroff (Chief Information Officer), Scott Schmitz (Senior Vice President of Investor Relations), Steven Vine (Executive Vice President of Mergers and Acquisitions and General Counsel), Megan Rose (Head of Marketing Communications and GVice President of Marketing and Communications)",Zeta Global Holdings Corp. operates an omnichannel data-driven cloud platform that provides enterprises with consumer intelligence and marketing automation software in the United States and internationally.,United States,Software - Application,Technology,"{'David A. Steinberg': 'Co-Founder, Chairman of the Board and Chief Executive Officer', 'Dr. John Sculley III, Ph.D.': 'Co-Founder and Independent Vice Chairman of the Board', 'Steven H. Gerber': 'President and Chief Operating Officer', 'Christopher E. Greiner': 'Chief Financial Officer', 'Satish Ravella': 'Principal Accounting Officer', 'Christian Monberg': 'Chief Technology Officer and Head of Product', 'Dr. Jeffry Nimeroff': 'Chief Information Officer', 'Scott Schmitz': 'Senior Vice President of Investor Relations', 'Steven Vine': 'Executive Vice President of Mergers and Acquisitions and General Counsel', 'Megan Rose': 'Head of Marketing Communications and GVice President of Marketing and Communications'}"
"Jun 10, 2021",LFST,"LifeStance Health Group, Inc.",$18.00,$5.29,-70.61%,"Kenneth Alan Burdick (Chief Executive Officer and Chairman), Danish J. Qureshi (President and Chief Operating Officer), David Patrick Bourdon (Chief Financial Officer and Treasurer), Monica Prokocki (Vice President of Investor Relations), Ryan Pardo (Chief Legal Officer and Secretary), Brooke Matthews (Director of Public Relations), Ann Varanakis (Chief People Officer), Pablo Pantaleoni (Chief Digital Officer), Kevin Michael Mullins (Chief Development Officer), Paula Wood (Chief Business Transformation Officer)","LifeStance Health Group, Inc., through its subsidiaries, provides outpatient mental health services to children, adolescents, adults, and geriatrics in the United States.",United States,Medical Care Facilities,Healthcare,"{'Kenneth Alan Burdick': 'Chief Executive Officer and Chairman', 'Danish J. Qureshi': 'President and Chief Operating Officer', 'David Patrick Bourdon': 'Chief Financial Officer and Treasurer', 'Monica Prokocki': 'Vice President of Investor Relations', 'Ryan Pardo': 'Chief Legal Officer and Secretary', 'Brooke Matthews': 'Director of Public Relations', 'Ann Varanakis': 'Chief People Officer', 'Pablo Pantaleoni': 'Chief Digital Officer', 'Kevin Michael Mullins': 'Chief Development Officer', 'Paula Wood': 'Chief Business Transformation Officer'}"
"Jun 10, 2021",DIBS,"1stdibs.Com, Inc.",$20.00,$4.89,-75.55%,"David S. Rosenblatt (Chairperson and Chief Executive Officer), Thomas J. Etergino CPA (Chief Financial Officer), Ryan Beauchamp (Chief Product Officer), Michael J. Bruno (Founder), Kevin James LaBuz (Head of Investor Relations and Corporate Development), Melanie F. Goins (General Counsel and Secretary), Nancy Hood (Chief Marketing Officer), Alison K. Lipman (Chief People Officer), Matthew Rubinger (Chief Commercial Officer), Vadim Leyzerovich (Senior Vice President of Engineering)","1stdibs.Com, Inc. operates an online marketplace for luxury design products worldwide.",United States,Internet Retail,Consumer Discretionary,"{'David S. Rosenblatt': 'Chairperson and Chief Executive Officer', 'Thomas J. Etergino CPA': 'Chief Financial Officer', 'Ryan Beauchamp': 'Chief Product Officer', 'Michael J. Bruno': 'Founder', 'Kevin James LaBuz': 'Head of Investor Relations and Corporate Development', 'Melanie F. Goins': 'General Counsel and Secretary', 'Nancy Hood': 'Chief Marketing Officer', 'Alison K. Lipman': 'Chief People Officer', 'Matthew Rubinger': 'Chief Commercial Officer', 'Vadim Leyzerovich': 'Senior Vice President of Engineering'}"
"Jun 10, 2021",BSGA,Blue Safari Group Acquisition Corp.,$10.00,$10.00,-,"Jihan Wu (Founder, Chairman and Chief Executive Officer), Jianchun Liu (Chief Financial Officer, Head of Business Operations and Director), Linghui Kong (Chief Business Officer and Director), Haris Basit (Chief Strategy Officer)",Bitdeer Technologies Group operates as a technology company for blockchain and computing.,Singapore,Software - Application,Technology,"{'Jihan Wu': 'Founder, Chairman and Chief Executive Officer', 'Jianchun Liu': 'Chief Financial Officer, Head of Business Operations and Director', 'Linghui Kong': 'Chief Business Officer and Director', 'Haris Basit': 'Chief Strategy Officer'}"
"Jun 9, 2021",MQ,"Marqeta, Inc.",$27.00,$5.09,-81.15%,"Jason M. Gardner (Founder and Executive Chairman), Michael Milotich (Chief Financial Officer), Randall F. Kern (Chief Technology Officer), Simon Khalaf (Chief Executive Officer and Director), Stacey Finerman (Vice President of Investor Relations), Crystal Sumner (Chief Legal Officer, General Counsel and Corporate Secretary), Alan Richard Carlisle (Chief Compliance Officer), Karna Crawford (Chief Marketing Officer), Todd Pollak (Chief Revenue Officer), Heather Gantt-Evans (Chief Information Security Officer)","Marqeta, Inc. operates a cloud-based open application programming interface platform that delivers card issuing and transaction processing services.",United States,Software - Infrastructure,Technology,"{'Jason M. Gardner': 'Founder and Executive Chairman', 'Michael Milotich': 'Chief Financial Officer', 'Randall F. Kern': 'Chief Technology Officer', 'Simon Khalaf': 'Chief Executive Officer and Director', 'Stacey Finerman': 'Vice President of Investor Relations', 'Crystal Sumner': 'Chief Legal Officer, General Counsel and Corporate Secretary', 'Alan Richard Carlisle': 'Chief Compliance Officer', 'Karna Crawford': 'Chief Marketing Officer', 'Todd Pollak': 'Chief Revenue Officer', 'Heather Gantt-Evans': 'Chief Information Security Officer'}"
"Jun 9, 2021",CLBR,Colombier Acquisition Corp.,$10.00,$13.89,38.90%,"Omeed Malik J.D. (Chairman and Chief Executive Officer), Joe Voboril (Chief Financial Officer and Director)",Colombier Acquisition Corp. does not have significant operations.,United States,Shell Companies,Financials,"{'Omeed Malik J.D.': 'Chairman and Chief Executive Officer', 'Joe Voboril': 'Chief Financial Officer and Director'}"
"Jun 3, 2021",DLO,DLocal Limited,$21.00,$7.48,-64.38%,"Pedro Arnt (Chief Executive Officer and Director), Jacobo Singer (Co-President, Chief Operating Officer and Director), Sergio Enrique Fogel Kaplan (Co-President, Chief Strategy Officer and Director), Mark Ortiz (Chief Financial Officer), Alberto Almeida (Chief Technology Officer), Soledad Nager (Head of Investor Relations), Gabriela Vieira (General Counsel), Maria Santos Oldham (Senior Vice President of Corporate Development, Strategic Finance and IR), John O'Brien (Chief Revenue Officer), Daiana Beitler (Senior Vice President of Strategic Partnerships and Government Relations)",DLocal Limited operates a payment processing platform worldwide.,Uruguay,Software - Infrastructure,Technology,"{'Pedro Arnt': 'Chief Executive Officer and Director', 'Jacobo Singer': 'Co-President, Chief Operating Officer and Director', 'Sergio Enrique Fogel Kaplan': 'Co-President, Chief Strategy Officer and Director', 'Mark Ortiz': 'Chief Financial Officer', 'Alberto Almeida': 'Chief Technology Officer', 'Soledad Nager': 'Head of Investor Relations', 'Gabriela Vieira': 'General Counsel', 'Maria Santos Oldham': 'Senior Vice President of Corporate Development, Strategic Finance and IR', ""John O'Brien"": 'Chief Revenue Officer', 'Daiana Beitler': 'Senior Vice President of Strategic Partnerships and Government Relations'}"
"May 28, 2021",CNTA,Centessa Pharmaceuticals plc,$20.00,$8.52,-57.43%,"Dr. Saurabh Saha M.D., Ph.D. (Chief Executive Officer and Director), Dr. David M. Chao Ph.D. (Chief Administrative Officer), Dr. Antoine Yver M.D., M.Sc. (Executive Vice President and Chairman of Development), Dr. Gregory M. Weinhoff M.B.A., M.D. (Principal Accounting Officer and Chief Financial Officer), Tia L. Bush (Chief Technology and Quality Officer), Kristen K. Sheppard Esq., J.D. (Senior Vice President of Investor Relations and Corporate Communications), Iqbal J. Hussain L.L.B. (General Counsel, Chief Compliance Officer and Corporate Secretary), Karen M. Anderson (Chief People Officer), Dr. Harris L. Rotman Ph.D. (Senior Vice President of Regulatory Affairs), Dr. Patrick Yue M.D. (Senior Vice President of Clinical Development and Innovative Medicines)","Centessa Pharmaceuticals plc, a clinical-stage pharmaceutical company, discovers, develops, and delivers medicines for patients.",United Kingdom,Biotechnology,Healthcare,"{'Dr. Saurabh Saha M.D., Ph.D.': 'Chief Executive Officer and Director', 'Dr. David M. Chao Ph.D.': 'Chief Administrative Officer', 'Dr. Antoine Yver M.D., M.Sc.': 'Executive Vice President and Chairman of Development', 'Dr. Gregory M. Weinhoff M.B.A., M.D.': 'Principal Accounting Officer and Chief Financial Officer', 'Tia L. Bush': 'Chief Technology and Quality Officer', 'Kristen K. Sheppard Esq., J.D.': 'Senior Vice President of Investor Relations and Corporate Communications', 'Iqbal J. Hussain L.L.B.': 'General Counsel, Chief Compliance Officer and Corporate Secretary', 'Karen M. Anderson': 'Chief People Officer', 'Dr. Harris L. Rotman Ph.D.': 'Senior Vice President of Regulatory Affairs', 'Dr. Patrick Yue M.D.': 'Senior Vice President of Clinical Development and Innovative Medicines'}"
"May 27, 2021",DAWN,"Day One Biopharmaceuticals, Inc.",$16.00,$13.39,-16.31%,"Dr. Jeremy Bender M.B.A., Ph.D. (Chief Executive Officer, President and Director), Dr. Samuel C. Blackman M.D., Ph.D. (Co-Founder and Head of Research &amp; Development), Charles N. York II, M.B.A. (Chief Operating Officer, Chief Financial Officer and Secretary), Adam Dubow (General Counsel and Chief Compliance Officer), Dr. Mike Preigh Ph.D. (Chief of Technology Operations), Jaa Roberson (Chief People Officer), Dr. Davy Chiodin Ph.D., Pharm.D. (Chief Development Officer), Lauren Merendino M.B.A. (Chief Commercial Officer), Dr. Elly Barry M.D. (Chief Medical Officer)","Day One Biopharmaceuticals, Inc., a clinical-stage biopharmaceutical company, develops and commercializes targeted therapies for patients with genomically defined cancers.",United States,Biotechnology,Healthcare,"{'Dr. Jeremy Bender M.B.A., Ph.D.': 'Chief Executive Officer, President and Director', 'Dr. Samuel C. Blackman M.D., Ph.D.': 'Co-Founder and Head of Research &amp; Development', 'Charles N. York II, M.B.A.': 'Chief Operating Officer, Chief Financial Officer and Secretary', 'Adam Dubow': 'General Counsel and Chief Compliance Officer', 'Dr. Mike Preigh Ph.D.': 'Chief of Technology Operations', 'Jaa Roberson': 'Chief People Officer', 'Dr. Davy Chiodin Ph.D., Pharm.D.': 'Chief Development Officer', 'Lauren Merendino M.B.A.': 'Chief Commercial Officer', 'Dr. Elly Barry M.D.': 'Chief Medical Officer'}"
"May 27, 2021",FIGS,"FIGS, Inc.",$22.00,$4.86,-77.91%,"Heather L. Hasson (Co-Founder and Executive Chairman), Catherine Eva Spear (Co-Founder, Chief Executive Officer and Director), Steve Berube (Chief Operating Officer), Mark Bixby (Chief Technology Officer), Jean Fontana (Head of Investor Relations), Todd A. Maron (Chief Legal Officer and Secretary), Jami Pinto (Chief Global Product and Sustainability Officer), Devon Duff Gago (Chief Business Development Officer), Kevin N. Fosty (Vice President and Controller)","FIGS, Inc. operates as a direct-to-consumer healthcare apparel and lifestyle company in the United States and internationally.",United States,Apparel Manufacturing,Consumer Discretionary,"{'Heather L. Hasson': 'Co-Founder and Executive Chairman', 'Catherine Eva Spear': 'Co-Founder, Chief Executive Officer and Director', 'Steve Berube': 'Chief Operating Officer', 'Mark Bixby': 'Chief Technology Officer', 'Jean Fontana': 'Head of Investor Relations', 'Todd A. Maron': 'Chief Legal Officer and Secretary', 'Jami Pinto': 'Chief Global Product and Sustainability Officer', 'Devon Duff Gago': 'Chief Business Development Officer', 'Kevin N. Fosty': 'Vice President and Controller'}"
"May 27, 2021",OMIC,"Singular Genomics Systems, Inc.",$22.00,$0.33,-98.50%,"Andrew Spaventa (Founder, Chief Executive Officer, President and Chairperson of the Board), Dr. David L. Barker Ph.D. (Founder, Member of Scientific Advisory Board and Independent Director), Dr. Eli N. Glezer Ph.D. (Founder, Chief Scientific Officer and Chair of Scientific Advisory Board), Dalen Meeter (Chief Financial Officer), Jyotsna Ghai (Chief Operating Officer), Jeff Bullard (Head of Sales), Vincent Brancaccio (Head of Human Resources), Jorge Velarde Jr., MBA (Chief Business Officer)","Singular Genomics Systems, Inc., a life science technology company, develops next generation sequencing and spatial multiomics technology for researchers and clinicians to advance science and medicine.",United States,Medical Instruments & Supplies,Healthcare,"{'Andrew Spaventa': 'Founder, Chief Executive Officer, President and Chairperson of the Board', 'Dr. David L. Barker Ph.D.': 'Founder, Member of Scientific Advisory Board and Independent Director', 'Dr. Eli N. Glezer Ph.D.': 'Founder, Chief Scientific Officer and Chair of Scientific Advisory Board', 'Dalen Meeter': 'Chief Financial Officer', 'Jyotsna Ghai': 'Chief Operating Officer', 'Jeff Bullard': 'Head of Sales', 'Vincent Brancaccio': 'Head of Human Resources', 'Jorge Velarde Jr., MBA': 'Chief Business Officer'}"
"May 26, 2021",PAY,"Paymentus Holdings, Inc.",$21.00,$19.33,-7.95%,"Dushyant Sharma (Chairman, President and Chief Executive Officer), Andrew A. Gerber Esq. (General Counsel and Secretary), Gerasimos Portocalis (Chief Commercial Officer), Sanjay Kalra (Senior Vice President, Chief Financial Officer and Principal Accounting Officer)","Paymentus Holdings, Inc. provides cloud-based bill payment technology and solutions in the United States and internationally.",United States,Software - Infrastructure,Technology,"{'Dushyant Sharma': 'Chairman, President and Chief Executive Officer', 'Andrew A. Gerber Esq.': 'General Counsel and Secretary', 'Gerasimos Portocalis': 'Chief Commercial Officer', 'Sanjay Kalra': 'Senior Vice President, Chief Financial Officer and Principal Accounting Officer'}"
